SMILES,Parent,Tanimoto Similarity
C(C)OC(c1ccc(cc1)NC(=O)c1nnn(CCCN2CCOCC2)c1)=O,CCOC(Cn1cc(C(=O)Nc2ccc(C(=O)N3CCCCCC3)cc2)nn1)OCC,0.6588235294117647
c1ccc(c(c1)-c1nc2n(c1)nc(s2)C)C(=NN=CN)N,Cc1cn2c(C=NN=C(N)N)c(-c3ccncc3)nc2s1,0.5166666666666667
c1c(ccc(c1)OCC)COc1ccc(C=CC(c2ccc(o2)OC)=O)cc1OC,CCOc1ccc(OCc2ccc(C=CC(=O)c3ccc(OC)c(OC)c3)o2)cc1,0.7558139534883721
c1c(ccc(c1)I)Sc1ccc(C#N)cc1Cl,N#Cc1ccc(Sc2ccc(Cl)cc2I)cc1,0.8125
c1ccc(c(c1)OCCOc1ccccc1)C=C1SC(=S)N(C1=O)c1cc(C)n(c1C)C,Cc1ccc(C)n1N1C(=O)C(=Cc2ccccc2OCCOc2ccccc2)SC1=S,0.8333333333333334
c1(C)cc(C(N)C)c(Br)cn1,Cc1cnc(Br)c(C(C)N)c1,0.7241379310344828
c1c(cc(c(c1)F)F)NCC1CSC1C(O)=O,O=C(O)C1CS(=O)CC(c2ccc(F)c(F)c2)N1,0.5625
C1C(C(CC1)N(Cc1cccnc1)C)SC,CSC1CCCC1N(C)Cc1cccnc1,1.0
c1c(ccc(c1)OC)N1CCN(C(c2c(cc[nH]c2=O)OC)=O)CC1,COc1cccc(N2CCN(C(=O)c3c[nH]c(=O)cc3OC)CC2)c1,0.7323943661971831
C1C(C(=O)NC(C)C(=O)N(CCn2cncc2)C1)C,CC(=O)N1CCCC1C(=O)NC(C)Cn1ccnc1,0.4716981132075472
C1(C(F)(F)F)OC2C(O1)C(n1c3nc(N)nc(c3nc1)F)OC2P(O)(=O)[O-],Nc1nc(C(F)(F)F)nc2c1ncn2C1OC2COP(=O)([O-])OC2C1O,0.5833333333333334
c1(ccc(cc1)C)-c1csc2nc(n(C)c21)NC(=O)c1c(C)c(C)sc1,Cc1ccc(-c2nc(C)c(NC(=O)OCc3ccc4sc(C)nc4c3)s2)c(C)c1,0.49032258064516127
c1cc(ccc1C(CC(=O)Nc1ccc(cc1)Cl)c1c(c2c(c(c3c(cccc3)[nH]2)=O)c(c1OC)OC)O)CC,CCc1c(OC)c(OC)cc2[nH]c(=O)c(C(=O)C(Cc3ccc(Cl)cc3)Nc3ccc4ccccc4c3)c(O)c12,0.6814159292035398
C1CCCCN1C(=O)CCC(=O)NCC(C)(C)c1nc(CCN2CC(C2)C)on1,CC(C)(C)c1noc(CCC(=O)NCCN2CCN(C(=O)C3CCCC3)CC2)n1,0.6503067484662577
c1c(ccc(c1)C1=CCN(CC1)Cc1c2c([nH]c1)cc1c(c2)OCCCCO1)OC,COc1ccc2[nH]cc(CCCCN3CC=C(c4ccc5c(c4)OCO5)CC3)c2c1,0.7191011235955056
c1cccc(c1)C(CC(=O)NCC1CCCO1)c1cccc(c1)C(C)CC,CCCC(=O)NCC1CC1c1cccc(OCCCc2ccccc2)c1,0.5194805194805194
C(C)CNCS(=O)(O)=O,CCCNCS(=O)(=O)O,1.0
c1cc(c(c(c1)OC)OCc1ccc(cc1F)C(=O)OC)N,COc1ccc(OCc2cccc(OC)c2F)cc1N,0.6837606837606838
C(C)N1CCN(CC1)C(C=Cc1ccc(c(c1)Cl)Cl)=O,CCN1CCN(C(=O)C=Cc2ccc(Cl)cc2Cl)CC1,0.8392857142857143
C1CN(CC1NC(=O)c1ccc(cc1F)NC(C)=O)CC(C)C,CC(C)CC(=O)Nc1ccc(C(=O)N2CCNCC2C)cc1F,0.5396825396825397
C1CCCN1C1(C=CC=CC1)N,NC1(N2CCCC2)C=CC=CC1,1.0
c1cc(ccc1Cl)N1C(C(=Cc2ccc(cc2Cl)F)C2c3c(N(CC2)C1=O)cccc3)=O,O=C1C(c2ccc(F)cc2)=C(N2CCc3ccccc32)C(=O)N1c1cc(Cl)ccc1Cl,0.659217877094972
C(C(C(O)=O)NC(C(CSSc1cccc2c1c(N(C)C)ccc2)S(=O)(=O)O)=O)O,CN(C)c1cccc2c(S(=O)(=O)NC(CSSCC(N)C(=O)O)C(=O)O)cccc12,0.654320987654321
C(C(C(=O)NC(C(C)C)C(NC(C(=O)NC(C(=O)NC(C(=O)N1C(CCC1)C(=O)NC(C(C)C)C(=O)O)CSSC)C)Cc1ccccc1)=O)N)(C)C,CSCCC(NC(=O)C(NC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(C)NC(C)=O)C(C)C)CSC1(C)C)C(C)C)C(N)=O,0.7137809187279152
c1cccc(c1)C(N1CCCCC1)c1c(N(C)CC)nccc1,CCCN1CCCCC1c1cccnc1N(C)c1ccccc1,0.6417910447761194
C1CN(CCN1C(=O)C)C(C(NC1CCSCC1)=O)=O,CCC(NC(=O)CN1CCCS1(=O)=O)C(=O)N1CCOCC1,0.37606837606837606
C1CCCC(C1)NC(=O)C1CCN(C1)Cc1cc2c(cc1)n(C)c([nH]2)=O,O=C(NC1CCN(CC2CC2)CC1)c1ccc2[nH]c(=O)n(C3CC3)c2c1,0.5906040268456376
C1CC(CCN1C(C1CCN(CC1)CCO)=O)c1cc(ccc1)F,O=C(C1CCCCC1)N1CCN(CC(O)c2cccc(F)c2)CC1,0.6521739130434783
C1(O)C(O)C(OC(C1O)OC1C(O)C(O)C(OC1CO)OC1C(O)C(O)C(OC1CO)Oc1ccc(cc1)NC(=O)CCCCCCCCCCCCCCC)C(C)C,CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)cc1,0.9216867469879518
c1(cc(c(cc1)OC)C(=O)NC1C(=O)NC(C)=C(C1)c1cc(c(cc1)O)OC)S(=O)(C)=O,COC(=O)C1=C(CS(=O)(=O)c2ccc(C)cc2C)NC(=O)NC1c1ccc(O)c(OC)c1,0.5977011494252874
C1CCCC(C1)NC1C(C(C(N2CCNC2=O)C1C)O)=Nc1ccc(cc1C(F)(F)F)Cl,Cc1cc(NC2NN(C3CCCCCC3C#N)C3CCNC(=O)C23)ccc1C(O)C(F)(F)F,0.5082872928176796
C(CCCCCCNC(=O)NC(C(O)=O)(C)C)CC(C)C,CCCC(C)(NC(=O)NCCC1CCC(C)CC1)C(=O)O,0.46017699115044247
c1cccc2c1oc1c2cc(cc1)-c1cc(-c2cc(c(OCCOCCOC)cc2)OCCOCCOC)c2c(c1)oc(-c1nc3c(cccc3)nc1)n2,COCCOCCOc1cc(-c2nc3cc4oc(-c5cc(OCCOCCOC)cc6ccccc56)nc4cc3o2)c2ccccc2c1,0.7019867549668874
C(CCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(CC=CCC=CCC)CC)C(C)C,CCCCCCC=CCCCCCCCCCC(=O)NC(CO)C(O)C=CCCCCCCCCCCCCCCC,0.7327586206896551
C1COc2c(ccc(c2)C(C)(CNCCC)F)O1,CCOc1ccc(C2(F)CCCNC2)cc1OCC,0.3238095238095238
c1cccc2c1C(C(=O)OCC)(C(=O)O)N(Cc1cccc(c1F)C(F)(F)F)c1c2cc(cc1)F,CCOC(=O)C1(O)C(=O)N(Cc2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c21,0.5810055865921788
C1C(C1)(c1nc(c(cn1)C(C)C)N)N,CC(C)c1ncc(N)c(C2(N)CC2)n1,0.7027027027027027
c1cc2c(cc1CNCC1CCS(=O)(=O)C1)[nH]cc2,O=S1(=O)CCCC1CNCc1ccc2[nH]ccc2c1,0.7636363636363637
C1N(CCN(C1)Cc1ccccc1F)C(=O)NCCc1sccc1,O=C(NCCc1ccccc1F)N1CCN(Cc2cccs2)CC1,0.9428571428571428
c1ccc(c(c1)-n1nc(cc1C(=O)O)C(F)(F)F)Br,O=C(O)c1cnn(-c2cccc(Br)c2)c1C(F)(F)F,0.6274509803921569
C1(C(=O)NC(C(=O)NC2C(NC(C(=O)O)=C(CS2)Cl)=S)c2cc(ccc2N1)O)N(C)C,CNC(=S)Nc1cc(C(N)C(=O)NC2C(=O)N3C(C(=O)O)=C(Cl)CSC23)ccc1O,0.4727272727272727
C1N(CC(=O)NN1)CC=[NH+]C,CCNN1CNC=C([N+](=O)[O-])C1,0.3125
c1cc(ccc1Cn1c(=O)c2c(n(CC(=O)Nc3ccccc3C#N)nc2)cc1)F,[N-]=[N+]=NC(=O)Cn1nc(-c2ccc(Cl)cc2)n(Cc2ccccc2F)c1=O,0.48148148148148145
c1(ccc(cc1)C)-n1c(SCCc2cncn2C)nc(c1)C,CSc1ccc(-c2nccn2CCn2nc(C)cc2C)cc1,0.4603174603174603
C1CCCC2C1C(CN2C(NCCOC)=O)c1ccc(cc1)NC,Cc1ccc(C2OCCCC2NC(=O)NC2CCN(C3CC3)C2)cc1,0.45390070921985815
c1cccc(c1)C(c1ccccc1)(C(=NNC(=S)Nc1ccc(cc1)S(=O)(=O)N)c1ccc(cc1)OCC1CCCO1)CC(=O)O,[N-]=[N+]=Nc1ccccc1C1OC(c2ccc(OCCCO)cc2)=NC1(CCS(=O)(=O)c1ccccc1)C(=O)NNCCc1ccc(Br)cc1,0.4981684981684982
c1(cc(cc(c1)Cl)Cl)CN(C(c1c(nn(C)c1)CC)=O)COC,CCN(Cc1cnn(CC)c1)C(=O)c1cc(Cl)c(OC)c(Cl)c1,0.5714285714285714
C1CC(CCN1C(=NCc1ccc(cc1)OCC1CCOC1)NCC)C(O)=O,CCNC(=NCC(O)COCC1CC1)N1CCC(c2ccc(OC)cc2)C1,0.5822784810126582
c1(ccc(cc1)-c1c(c(ccc1Cl)Cl)N)C,Cc1ccc(N)c(-c2cccc(Cl)c2Cl)c1,0.6136363636363636
C(CC(O)=O)CN(C)CCC(O)(c1ccc(cc1)OC)C,CN(C)CCOc1ccc(C2(O)CCC(C(=O)O)CC2)cc1,0.4576271186440678
C(C(C(NC(C(=O)NC(C(=O)NC(C(O)=O)Cc1cnc[nH]1)Cc1ccccc1)CCC(=O)O)=O)N)CN,NCCCCC(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,0.9107981220657277
C1C(C1)C(NCc1ccc(cc1)S(=O)(N1CCOCC1)=O)=O,NS(=O)(=O)Cc1ccc(C(=O)N2CCOC(C3CC3)C2)cc1,0.5528455284552846
C1(C(=O)OCC)=NN=C(C1)Oc1ccc(cc1O)OC(F)(F)F,CCOC(=O)C(N=Nc1ccc2c(c1)OCO2)=C(O)C(F)(F)F,0.4444444444444444
c1cc(cc(c1OC)OC)C(NCCC(Nc1ccccc1OCCC)=O)=O,CCOc1ccccc1C(=O)NCCCC(=O)Nc1cc(OC)cc(OC)c1,0.6708860759493671
C1CN(CCN1C(=O)CNC(N1CCCC(SC)C1)=NC)CCC,CN=C(NCC(C)SC)N1CCN(CC(=O)N2CCCCC2)CC1,0.6764705882352942
C(CCCCCCCCCC)CNC(C)(c1cc2c(cccc2)[nH]1)C,CCCCCCCCCNC1(c2cc3ccccc3[nH]2)CCCCC1,0.6712328767123288
C(C(NC(C(C)C)C(=O)N1CCCCC1)=O)c1ccc(cc1)OCCCOc1ccc2c(c1)OC2,CCC(C(=O)NC1CCCC1)N(Cc1ccc(OC)cc1)C(=O)CCc1ccc2c(c1)OCCO2,0.504950495049505
c1c(Cl)ccc(c1)CC(NC1CCCN(C1)C(=O)c1c(O)cc(s1)C)=O,CN(C)C(CCC(=O)NC1CCc2cc(Cl)sc21)Cc1ccc(O)cc1,0.4931506849315068
C(CCCCCCCCCCCCCCCCC)(Nc1ccc(cc1)NC(C(C)OCCOc1ccc(CCC)cc1)=O)=O,CCCCCCCCCCCCOc1ccc(NC(=O)C(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1,0.8
c1cccc(c1)-c1cc(cc(c1)-n1c2c(cccc2)c2ccccc12)-c1cc(cc(c1)C)-n1c2c(cccc2)c(c1C=CC)CC,CC=Cc1c(C)n(CC)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3cc(-c4ccccc4)cc(-c4ccccc4)c3)cc12,0.7925925925925926
C1CC2(CCN(CC2)C(NCC)=O)CCN1c1cc(CN2CC2)n(CC)n1,CN1CCN(CC2(C)CCN(C(=O)Nc3cc4n(n3)CCCC4)CC2)CC1,0.5548387096774193
C(C(C)C)C(CO)Nc1ccc(c(c1)C#N)C,Cc1cc(NC(CO)CC(C)C)ccc1C#N,0.9130434782608695
C(C(NCCc1c(c(c(cc1C)C)C)OC)=O)(C)N,COc1cc(C)c(CCNC(=O)C(C)N)c(C)c1C,0.84
c1ccc(CN(CC)CC)c(c1)CNC,CCNCc1ccccc1N(CC)Cc1cccc(C)n1,0.5490196078431373
C1CCCC(C1)C1NC(=O)NC(C)C=1C(N1CC2CC=CC2C1)=O,Cc1nnc(CN=C(NCCN2C(=O)C3C4C=CC(C4)C3C2=O)NC2CCCCC2)n1C,0.38509316770186336
c1(CCO)nc(sc1)NCc1c(nc2ncnn2c1)C,Cc1nc(CCNc2ncnc3c2cnn3CCO)cs1,0.5714285714285714
C1C(CCC(C1)C)N(CCOC)C1=CC=C(c2cc(c(cc2)-c2cnc3c(c2)cc(c(c3)OC)OC)C(C)C)C1,COc1ccc(-c2cc3c(OCCC4CCCCN4)c(C4=CC(C)=CC(C)(C)C4)cnc3cc2C)cc1OC,0.5333333333333333
C(C(C)(C(=O)O)NS(=O)(=O)c1ccc(c(c1)C(F)(F)F)Cl)C,CCS(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1,0.6607142857142857
c1cccc(c1Cl)CCCCCCNC(=O)c1ccccc1C,O=C(CCCCCNCCc1ccccc1Cl)c1c[nH]c2ccccc12,0.704225352112676
c1cccc(c1)N(CC(Nc1ccc(cc1)OCC)=O)CC(=O)N(c1ccccc1C)c1ccccc1,CCN(C(=O)c1ccc(NC(=O)CNc2ccccc2OCc2ccccc2)cc1)c1ccccc1,0.7075471698113207
c1(ccc(c(c1)F)F)NC(CCSC#N)=O,N#CNC(=O)CCSc1ccc(F)c(F)c1,0.7272727272727273
c1c(ccc(c1)CN1CCN(CC1)C(=O)OC(C)(C)C)NS(=O)(=O)c1ccc(c(c1)-c1c(C)[nH]nc1)C,Cc1nn(C)c(C)c1N[S+](=O)([O-])c1ccc(-c2cccc(CN3CCN(C(=O)OC(C)(C)C)CC3)c2)cc1,0.6538461538461539
C1CC(C(=O)Nc2cc(C)nn2CC)CN(c2nncs2)C1,Cc1cc(C)n(CC2CCCN2CC(=O)Nc2nncs2)n1,0.6349206349206349
c1(cc2CCN(C)Cc2cc1N)N,CN1CCc2cc(N)c(N)cc2C1,1.0
C1CCC(C(N2C(C)CC2)=O)N1C(=O)c1ccc(-c2ccc(C)cc2)o1,CC(=O)c1ccc(-c2ccc(C(=O)NC3C4CCN(CC4)C3C)o2)cc1,0.6486486486486487
C1C(C(C)CC(C)C2CC(C(C(C)C=CC=CC(C)=CC3C4(C(OC(C4)CC3)=O)C)O2)O)(O)OC(O1)=O,CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O,0.3269230769230769
c1(cc(c(cc1)NCC=CC)Br)I,CC=CCNc1ccc(I)c(Br)c1,0.75
c1c(cccc1Cn1c(ncc1C)C)SCC(=O)NCCO,CCNC(=O)Cn1c(CO)cnc1SCc1cccc(C)c1,0.6129032258064516
C1CC(CN(C1)C(c1c[nH]nc1)=O)CO,O=C(c1cn[nH]c1)N1CCCC(O)CC1,0.7674418604651163
C1CC(CCC1(C)C)Nc1cc(cc(n1)C)NC(=O)C=Cc1ccccn1,CC(C)(C)c1ccccc1NC(=O)c1cnc(NCCC2=CCCCC2)nc1,0.3821656050955414
c1(F)cc(c(cc1F)F)NCC(C(=O)O)N,NC(CNc1cc(F)c(F)cc1F)C(=O)O,1.0
c1cc(ccc1C(=O)Nc1ccc(nn1)C(OCC)=O)NCCC(C)C,CCOC(=O)c1ccc(NC(=O)c2ccc(NCC(C)C)nn2)cc1,0.8251748251748252
c1(C)c(C(NCC)Cc2c(Cl)cccc2Cl)c(ccc1)C,CCNC(Cc1c(Cl)cccc1Cl)c1cccc(C)c1C,0.8793103448275862
c1cc(ccc1Cl)-c1cc(c(o1)C=C(C(NC(C)C)=O)NC(=O)c1ccccc1)Cl,CC(C)NC(=O)C(=Cc1ccc(-c2ccc(Cl)cc2Cl)o1)NC(=O)c1ccccc1,0.8452380952380952
C1CN(CC(=O)N1c1c(cccc1C)C)CCC(=O)O,Cc1cccc(N2CCN(C(=O)CC(=O)O)CC2)c1C,0.5636363636363636
c1c(ccc(c1)C(Nc1c(cc(cc1)Br)[N+](=O)[O-])=O)C,Cc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)c(Br)c1,0.8181818181818182
C(C(=O)OCC(=O)NCCN1C(=O)SC(C1=O)=Cc1cc(Cl)ccc1C)OC,Cc1ccc(C=CC(=O)OC(C)C(=O)NCCN2C(=O)CSC2=O)cc1Cl,0.5562913907284768
C(C(=O)NC(CO)(C)c1ccccc1)SC,CSCC(=O)NC(C)(CO)c1ccccc1,1.0
C1CN(c2c(cc(Br)cn2)Cl)CC1OC,COC1CCN(c2ncc(Br)cc2Cl)C1,1.0
C1CCCC1(CNCC1CCCO1)c1ncon1,c1nc(CCNCC2CCC3(CCCCC3)O2)no1,0.6486486486486487
C(C)C(C(=O)OCC)(C(OCC)=O)CC,CCC(C)(CC)C(=O)OC1CCOC1=O,0.4050632911392405
c1cccc(c1)Nc1c(cccn1)NS(=O)(=O)c1ccccc1,O=S(=O)(Nc1cccnc1Nc1ccccc1)c1ccccc1,1.0
C(CCCCCCCCCCCCCCCCCCC(OCC(COC(=O)CCCCCC=CCC=CCC=CCC=CCC)OC(=O)CCC=CCC=CCC=CCC=CCC)=O)C,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC=CCC=CCC=CCCCCC,0.9393939393939394
c1cc(ccc1N1CCN(CC1)CC(=O)N=c1c2c(nc[nH]1)n(-c1c(cccc1)OC)cn2)Cl,COc1cc(N2CCN(C(=O)CN)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,0.57
