SMILES,log-likelihood
c1cc(ccc1C(O)=O)N1C(C(C#N)C(NC1=S)c1ccc(C)cc1)=O,0.14560485644631954
c1cc(ccc1C(O)=O)N1C(=O)C(C#N)NC1c1ccc(cc1)CC,0.052785158176726556
c1cc(ccc1C1NC(N(C1=O)c1ccc(cc1)CC)=S)C(O)=O,0.08839732142326184
c1cc(ccc1C(O)=O)N1C(=S)NC(C1=O)c1ccc(CC)cc1,0.11880999084662104
c1cc(ccc1C(O)=O)N1C(=O)C(C#N)NC1c1ccc(CC)cc1,0.04285687202503981
c1cc(ccc1C(O)=O)N1C(=O)C(C#N)NC1c1ccc(CC)cc1,0.046185935569248375
c1cccc(c1)C1N(C(NC1=O)=O)c1cc(c(cc1)C#N)C(C)O,0.1167908243947041
c1cc(ccc1C1C(N(C(N1)=O)c1ccc(cc1)C#N)=O)C(O)C,0.0888854186093903
c1cc(ccc1C1C(N(C(N1)=O)c1ccc(cc1)C#N)=O)C(O)C,0.06301589335773565
c1cc(ccc1C1C(N(C(=O)N1)c1ccc(cc1)CC)=O)C#N,0.15539915977272623
c1cccc(c1)C1N(C(=O)NC1=O)c1ccc(cc1C#CC)Br,0.08737939838287968
c1cccc(c1)C1N(C(=O)NC1=O)c1cc(c(cc1)C#CC)Br,0.07284493027539601
c1cc(ccc1C1C(N(C(N1)=O)c1ccc(cc1)CC)=O)C#N,0.06817734056895186
c1cccc2c1C(C(=O)N2C)C(=O)Nc1ccc(C#CC#N)cc1,0.09050981163873861
c1cc(ccc1Cl)C1C(=O)N(CC)C(=N1)c1ccc(cc1)N,0.0750993318395374
c1cccc(c1)C1N(C(=O)C(C)=CN1)c1cc(ccc1Cl)Br,0.14710524511094805
c1cccc2c1C(C(=O)N2C)C(=O)Nc1ccc(cc1)C#C,0.05106248551639183
c1cccc(c1)C1N(C(=O)c2ccc(cc2NC1=O)C#N)CC,0.10691486070269653
c1cccc(c1)C1=C(C(N(C)C1)=O)Nc1ccc(cc1Cl)C,0.13172609491906515
c1cccc(c1)C1C(=O)N(CC=1C)c1ccc(c(c1)Cl)NC,0.06184584418153045
c1cccc2c1C(C(=O)N2C)=C(CNc1ccc(cc1)Cl)C,0.048470508410794366
c1cccc2C(C(=O)Nc21)=C(c1ccc(cc1)Cl)CN(C)C,0.09882619037310698
c1cccc(c1)C1C(=O)N(CC=1C)c1ccc(cc1Cl)NC,0.14881490074759257
c1cc(ccc1C1C(=O)N(CC=1C)C)Nc1ccccc1Cl,0.05467201588521899
c1cc(ccc1Cl)C1=C(C(N(C)C1)=O)c1ccc(cc1)NC,0.1111526749676418
c1cccc2c1C(C(=O)N2C)=C(CNc1ccc(cc1)Cl)C,0.0472104792215319
c1cccc2c1C(=O)N(CC(=C2Cl)Nc1ccc(cc1)C)C,0.0472276632415138
c1cccc2c1C(C(=O)N2C)=C(CNc1ccc(cc1)Cl)C,0.058275660079856094
c1cccc2c1C(=O)N(CC2=C(Nc1ccc(Cl)cc1)C)C,0.16019965563915867
c1cc(ccc1C1C(=O)N(CC=1C)c1ccccc1Cl)NC,0.18625176015673803
c1cccc2c1C(=NCC(N2C)=O)C(c1ccc(Cl)cc1)=O,0.051455758037990365
c1cccc2c1C(=NCC(=O)N2C)C(c1ccc(Cl)cc1)=O,0.05738327705706447
c1cccc2c1C(=O)N(CC(=C)Cl)NC2c1ccc(cc1)C,0.08737532451061192
c1cc(ccc1Cl)C1=NCC(N1c1ccc(cc1)C(=O)C)=O,0.0694225618429081
c1cccc2c1C(=NCC2=O)N(C)c1ccc(cc1)Cl,0.06499966605120733
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.036414525140591375
c1cccc2c1C(=NCC2=O)N(c1ccc(Cl)cc1)C,0.03951944156552006
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.027406127081980633
c1cccc2C(=NC)C(N(c21)CC(=O)c1ccc(Cl)cc1)=O,0.0939171417286838
c1cccc2C(=NC)C(N(c21)CCc1ccc(cc1)Cl)=O,0.16044197975363717
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.025024745965235223
c1cccc(c1)C1=NCC(=O)N1c1ccc(cc1Cl)C,0.1719461644595006
c1cccc2c1C(C(N2C)=O)=NCCc1ccc(Cl)cc1,0.24801585176131796
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.02645886646731081
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.02775821081040301
c1cccc2c1C(=NCC2=O)N(c1ccc(cc1)Cl)C,0.02955506228067585
c1cccc2C(=NCC(N(C)c12)=O)c1ccc(Cl)cc1,0.11268424047204954
c1cccc2c1C(=NCC2=O)N(C)c1ccc(cc1)Cl,0.03409449794033984
c1cccc2c1C(=NCC2=O)N(C)c1ccc(cc1)Cl,0.030417631953596924
c1cccc2c1C(=NCC2=O)N(C)c1ccc(Cl)cc1,0.04925010188983473
c1ccc(cc1)C1=NCC(=O)N(C)c2c1cc(cc2)Cl,0.046803736831778214
